emp_no,first_name,last_name,to_date
470550,Uno,Perng,1/1/99
470554,Mack,Mungall,1/1/99
470574,Chrisa,Schaar,1/1/99
470578,Reuven,Staelin,1/1/99
470590,Changho,Birsak,1/1/99
470592,Debatosh,Munke,1/1/99
470603,Chikara,Kaiser,1/1/99
470610,Jacqueline,Berztiss,1/1/99
470619,Rimli,Junot,1/1/99
470630,Huican,Jarecki,1/1/99
470639,Xiaoqiang,Thebaut,1/1/99
470651,Aleksandar,Stellhorn,1/1/99
470657,Richara,Wissmann,1/1/99
470662,Kenton,Beilner,1/1/99
470665,Mats,Uhrik,1/1/99
470666,Niteen,Pusterhofer,1/1/99
470669,Shaowei,Dehkordi,1/1/99
470673,Yongqiao,Neiman,1/1/99
470681,Abdulah,Plump,1/1/99
470687,Arunas,Gargeya,1/1/99
470689,Tomofumi,Koprowski,1/1/99
470715,Gill,Lorys,1/1/99
470716,Munehiko,Nitsche,1/1/99
470734,Zhonghua,Heyers,1/1/99
470739,Alagu,Kornyak,1/1/99
470741,Gor,Rijsenbrij,1/1/99
470758,Tsz,Reistad,1/1/99
470762,Ebbe,Cooke,1/1/99
470767,Sachin,Poehlman,1/1/99
470774,Tsz,Falster,1/1/99
470782,Fen,Henders,1/1/99
470808,Werner,Dulay,1/1/99
470830,Paloma,Backhouse,1/1/99
470834,Jianwen,Siochi,1/1/99
470840,Barry,Bernick,1/1/99
470845,Denis,Ozery,1/1/99
470861,Gian,Schaad,1/1/99
470866,Huai,Berztiss,1/1/99
470882,Mabhin,Sabnani,1/1/99
470901,Aral,Rajaraman,1/1/99
470905,Tesuro,Goodrum,1/1/99
470933,Lakshmi,Walstra,1/1/99
470973,Juyoung,Zastre,1/1/99
470976,Snehasis,Dredge,1/1/99
470979,Nahum,dAstous,1/1/99
471001,Parke,Schade,1/1/99
471017,Miomir,Erie,1/1/99
471036,Yishay,Muhlberg,1/1/99
471038,Arumugam,Marrakchi,1/1/99
471039,Satoru,Menhoudj,1/1/99
471047,Sadok,Karunanithi,1/1/99
471050,Mingdong,Sluis,1/1/99
471064,Anoosh,Perl,1/1/99
471065,Herbert,Stafford,1/1/99
471073,Vugranam,Bresenham,1/1/99
471079,Kasturi,Swiss,1/1/99
471080,Jeane,Morton,1/1/99
471096,Ingmar,Merli,1/1/99
471103,Zissis,Bouloucos,1/1/99
471107,Akeno,Muhlberg,1/1/99
471124,Shakhar,Falck,1/1/99
471131,Subhankar,Wixon,1/1/99
471136,Arvind,Birch,1/1/99
471139,Kiyotoshi,Collavizza,1/1/99
471140,Noritoshi,Halloran,1/1/99
471151,Murthy,Curless,1/1/99
471153,Dante,Willoner,1/1/99
471155,Samphel,Kaiser,1/1/99
471156,Venkatesan,Shimshoni,1/1/99
471160,Shounak,Unni,1/1/99
471162,Renee,Pouyioutas,1/1/99
471173,Bedrich,Kaiser,1/1/99
471180,Gianluca,Mitchem,1/1/99
471183,Remco,Trumbly,1/1/99
471198,Bouchung,Peck,1/1/99
471203,Jianhao,Serot,1/1/99
471233,Shigehito,Kalefeld,1/1/99
471239,Adas,Marletta,1/1/99
471244,Brigham,Kalorkoti,1/1/99
471250,Sivanarayana,Ferretti,1/1/99
471255,Mohua,Luck,1/1/99
471271,Domenico,Kushnir,1/1/99
471276,Sajjad,Munck,1/1/99
471293,Christoper,Ranon,1/1/99
471295,Pragnesh,Cronau,1/1/99
471297,Zeljko,Ramras,1/1/99
471300,Jaana,Rassart,1/1/99
471304,Shrikanth,Barvinok,1/1/99
471322,Aloys,Poupard,1/1/99
471327,Ziva,Paciorek,1/1/99
471332,Terresa,Bolotov,1/1/99
471336,Florian,Diderrich,1/1/99
471353,Ayonca,Naumovich,1/1/99
471361,Gaurav,Gewali,1/1/99
471363,Isamu,Sridhar,1/1/99
471375,Youssef,Beeson,1/1/99
471383,Mohammed,Aamodt,1/1/99
471385,Nirmal,Ratzlaff,1/1/99
471388,Amalendu,Poupard,1/1/99
471391,Janche,Ghandeharizadeh,1/1/99
471395,Rasikan,Eickenmeyer,1/1/99
471396,Monique,Itschner,1/1/99
471404,Toshimo,Kopetz,1/1/99
471418,Chinhyun,Ishibashi,1/1/99
471419,Gully,Monarch,1/1/99
471422,Teunis,Atchley,1/1/99
471424,Freyja,Jiang,1/1/99
471425,Shen,Asmuth,1/1/99
471433,Takanari,Khamsi,1/1/99
471437,Christoper,Impagliazzo,1/1/99
471439,Theirry,Czaja,1/1/99
471444,Xinan,Welham,1/1/99
471445,Duangkaew,Zaccaria,1/1/99
471449,Kellyn,Velardi,1/1/99
471461,Jovan,Brickell,1/1/99
471467,Nimmagadda,Gien,1/1/99
471472,Youjian,Halloran,1/1/99
471483,Janalee,Ozeki,1/1/99
471517,Arnd,Siochi,1/1/99
471529,Munir,Aloia,1/1/99
471540,Odoardo,Baca,1/1/99
471545,Kwangyoen,Guting,1/1/99
471546,Cedric,Picht,1/1/99
471549,Alejandro,Ramsak,1/1/99
471550,Sadegh,Fujisaki,1/1/99
471577,Xiaoheng,Maccarone,1/1/99
471584,Volkmar,Ranon,1/1/99
471589,Jiong,Vuskovic,1/1/99
471606,Masadi,Kropp,1/1/99
471622,Baziley,Rothenberg,1/1/99
471631,Mingsen,Ibel,1/1/99
471633,Kyoichi,Jervis,1/1/99
471637,Jaihie,Butner,1/1/99
471646,Leandro,Unni,1/1/99
471647,Zhiwei,Puppe,1/1/99
471664,Breannda,Bharadwaj,1/1/99
471678,Babette,Koshiba,1/1/99
471679,Suzette,Bazelow,1/1/99
471683,Christ,Yetto,1/1/99
471707,Ramachenga,Serra,1/1/99
471708,Nagui,Candan,1/1/99
471710,Soenke,Junot,1/1/99
471715,Pasqua,Schusler,1/1/99
471716,Yuichiro,Billingsley,1/1/99
471719,Basant,Gerteisen,1/1/99
471726,Xiadong,Hashii,1/1/99
471728,Tadahiko,Heystek,1/1/99
471747,Tadahiro,Krider,1/1/99
471748,Mayumi,Picel,1/1/99
471753,Arlette,Pero,1/1/99
471764,Gao,Schaaf,1/1/99
471766,Tadanori,Miake,1/1/99
471768,Rutger,Cannard,1/1/99
471773,Conrado,Demri,1/1/99
471782,Alexius,Strehl,1/1/99
471790,Charmane,Asrin,1/1/99
471799,Heather,Flanders,1/1/99
471800,Guttorm,Diderrich,1/1/99
471809,Moty,Paciorek,1/1/99
471814,Saeed,Keustermans,1/1/99
471815,Adas,Sidje,1/1/99
471833,Tuval,Merlo,1/1/99
471839,Christoph,Honiden,1/1/99
471849,Jaihie,Benner,1/1/99
471858,Chinya,Ruther,1/1/99
471861,Morris,Orlowski,1/1/99
471867,Zhensheng,Katalagarianos,1/1/99
471870,Tze,Seiwald,1/1/99
471887,Volkmar,Renear,1/1/99
471899,Eran,Molberg,1/1/99
471904,Youssef,Brender,1/1/99
471921,Claude,Mikschl,1/1/99
471929,Kristen,Bale,1/1/99
471942,Heekeun,Hardjono,1/1/99
471943,Alselm,Pleszkun,1/1/99
471948,Debaprosad,Perng,1/1/99
471960,Junichi,Cooley,1/1/99
471962,Joydip,Bach,1/1/99
471964,Janche,Leaver,1/1/99
471970,Lalit,Demos,1/1/99
471975,Otilia,Zschoche,1/1/99
471976,Torsten,Henseler,1/1/99
471985,Mana,Ushiama,1/1/99
471986,Mads,Ranst,1/1/99
471989,Tomokazu,Kadhim,1/1/99
471991,Janche,Farrag,1/1/99
472008,Fen,Salvesen,1/1/99
472009,Kotesh,Basart,1/1/99
472012,Evgueni,Kavraki,1/1/99
472020,Leszek,Litzler,1/1/99
472021,Marsha,Wielonsky,1/1/99
472022,Somnath,Bennis,1/1/99
472026,Ronghao,Savasere,1/1/99
472038,Garnet,Thombley,1/1/99
472047,Florian,Beutelspacher,1/1/99
472064,Temple,Litecky,1/1/99
472066,Hugo,Schurmann,1/1/99
472096,Lubomir,Ernst,1/1/99
472108,Yechiam,Yoshizawa,1/1/99
472116,Jaroslava,Azevdeo,1/1/99
472121,Jenwei,Serra,1/1/99
472130,Leucio,Biran,1/1/99
472133,Nathan,Boreale,1/1/99
472149,Sverrir,Luck,1/1/99
472159,Vasilii,Ashish,1/1/99
472172,Janalee,Dengi,1/1/99
472186,Dung,Janetzko,1/1/99
472192,Padma,Wrigley,1/1/99
472194,Bokyung,Zultner,1/1/99
472203,Deborah,Brendel,1/1/99
472209,Kasturi,Thambidurai,1/1/99
472221,Takahiro,Naumovich,1/1/99
472223,Hidde,Birke,1/1/99
472234,Kensyu,Lunt,1/1/99
472250,Roded,Maierhofer,1/1/99
472255,Marlo,Krohn,1/1/99
472268,Satoru,Lemarechal,1/1/99
472282,Takahira,Chachaty,1/1/99
472303,Kiam,Schmiedel,1/1/99
472307,Rance,Burnard,1/1/99
472309,Arunas,Chimia,1/1/99
472310,Sashi,Dulin,1/1/99
472335,Zeljko,Jansen,1/1/99
472340,Gaurav,Jonsson,1/1/99
472349,Zeljko,Ouhyoung,1/1/99
472366,Aral,Rattan,1/1/99
472375,Ranan,Weedon,1/1/99
472381,Yucel,Maraist,1/1/99
472391,Mohammed,Simmel,1/1/99
472392,Uzi,Masada,1/1/99
472399,Heping,Falck,1/1/99
472402,Susanna,Rande,1/1/99
472403,Leah,Woycyznski,1/1/99
472411,Tianruo,Veldwijk,1/1/99
472412,Zine,Eiter,1/1/99
472423,Claude,Itzfeldt,1/1/99
472426,Baocai,Markovitch,1/1/99
472429,Gully,Cyre,1/1/99
472459,Emdad,Peternell,1/1/99
472485,Tetsushi,Farrar,1/1/99
472496,Satosi,Marakhovsky,1/1/99
472504,Nobuyoshi,Riefers,1/1/99
472509,Jaroslava,Bolotov,1/1/99
472512,Mayuri,Edelhoff,1/1/99
472513,Sanjoy,Birta,1/1/99
472518,Mong,Swift,1/1/99
472565,Qunsheng,Henders,1/1/99
472574,Mingdong,Stassinopoulos,1/1/99
472588,Mary,Rosti,1/1/99
472591,Eckart,Bondorf,1/1/99
472598,Xuejun,Levasseur,1/1/99
472611,Susanne,Malinowski,1/1/99
472622,Kensei,Bage,1/1/99
472633,Rosalyn,Picaronny,1/1/99
472635,Jixiang,Tagansky,1/1/99
472640,Khun,Kobara,1/1/99
472644,Toney,Gecseg,1/1/99
472650,Theirry,Ratnakar,1/1/99
472657,Ingemar,Shumilov,1/1/99
472665,Rajmohan,Lueh,1/1/99
472678,Mitsuyuki,Gruenwald,1/1/99
472681,Richara,Kilgore,1/1/99
472686,Prasadram,Oxman,1/1/99
472692,IEEE,Danecki,1/1/99
472701,Jiann,Isaac,1/1/99
472705,Chaoyi,Gimarc,1/1/99
472706,Kerryn,Morrin,1/1/99
472708,Kokou,Streit,1/1/99
472709,Anestis,Majewski,1/1/99
472719,Arunas,Lammel,1/1/99
472720,Gal,Sudbeck,1/1/99
472723,Arvind,Kowalchuk,1/1/99
472735,Zejun,Miyakawa,1/1/99
472736,Franziska,Silva,1/1/99
472740,Mong,Demian,1/1/99
472743,Lunjin,Zweizig,1/1/99
472748,Malu,Denny,1/1/99
472764,Boalin,Emden,1/1/99
472781,Huan,Hasham,1/1/99
472795,Teiji,Knightly,1/1/99
472797,Behnaam,Griswold,1/1/99
472808,Duangkaew,Landherr,1/1/99
472829,Baziley,Highland,1/1/99
472834,Giordano,Lanphier,1/1/99
472853,Gila,Limongiello,1/1/99
472857,Xiaoqiang,Aseltine,1/1/99
472867,Zito,Bondorf,1/1/99
472900,Shahaf,Copas,1/1/99
472907,Sanjit,Chepyzhov,1/1/99
472914,Weidon,Lorho,1/1/99
472920,Shuichi,Cronin,1/1/99
472925,Fusako,Prampolini,1/1/99
472931,Hsiangchu,Vandervoorde,1/1/99
472939,Naraig,Dalton,1/1/99
472957,Guiseppe,Brookman,1/1/99
472959,Mingdong,Leslie,1/1/99
472964,Shigeo,Beznosov,1/1/99
472977,Hauke,Peot,1/1/99
472978,Vishu,Zschoche,1/1/99
472981,Nikolaos,Lally,1/1/99
472984,Achilleas,Molberg,1/1/99
472985,Khun,Lieblein,1/1/99
472990,Kyoichi,Hitomi,1/1/99
473015,Filipe,Ranst,1/1/99
473021,Akemi,Attimonelli,1/1/99
473038,Radhika,Furudate,1/1/99
473049,Arie,Lyonns,1/1/99
473076,Shaowei,Chelton,1/1/99
473078,Feiyu,Bernatsky,1/1/99
473100,Falguni,Speer,1/1/99
473113,Toshimitsu,Angelov,1/1/99
473116,Sadun,Bultermann,1/1/99
473128,Weijing,Dredge,1/1/99
473134,Navid,Perz,1/1/99
473140,Jiakeng,Rosti,1/1/99
473160,Fuqing,Rosay,1/1/99
473166,Masamitsu,Erde,1/1/99
473178,Mototsugu,Verhoeff,1/1/99
473184,Patricio,Slutz,1/1/99
473186,Jiann,Tagansky,1/1/99
473200,Kerhong,Famili,1/1/99
473202,Sadun,Benzmuller,1/1/99
473214,Miomir,Validov,1/1/99
473215,Keung,Ritzmann,1/1/99
473224,Arup,Crabtree,1/1/99
473232,Jagoda,Baez,1/1/99
473275,Leaf,Janetzko,1/1/99
473287,Odysseas,Bednarek,1/1/99
473307,Marla,Warwick,1/1/99
473314,Hironobu,Ruemmler,1/1/99
473318,Khalil,Underwood,1/1/99
473322,Pantung,Lodder,1/1/99
473329,Rajmohan,Chaudhury,1/1/99
473330,Naraig,Perfilyeva,1/1/99
473350,Maia,Hammerschmidt,1/1/99
473357,Weidon,Auyong,1/1/99
473365,Luisa,Eterovic,1/1/99
473370,Takushi,Zwicker,1/1/99
473377,Mrinalini,Zumaque,1/1/99
473379,Avishai,Callaway,1/1/99
473398,Vojin,Ouhyoung,1/1/99
473411,Piyush,Leaver,1/1/99
473445,Koldo,Janetzko,1/1/99
473454,Yonghoan,Masaki,1/1/99
473455,Shawna,Fabrizio,1/1/99
473469,Subhrajyoti,Bhattacharjee,1/1/99
473471,Stabislas,Basawa,1/1/99
473475,Dinkar,Moffat,1/1/99
473477,Giap,Lindqvist,1/1/99
473492,Doohun,Vuskovic,1/1/99
473502,Satyanarayana,Fontet,1/1/99
473514,Valeri,Kawashimo,1/1/99
473519,Douadi,Sifakis,1/1/99
473521,Malu,Katalagarianos,1/1/99
473530,Chenye,Schrift,1/1/99
473560,Subir,Ouhyoung,1/1/99
473564,Serge,Basagni,1/1/99
473577,Bodo,Vesna,1/1/99
473579,Srinidhi,Champarnaud,1/1/99
473585,Doowon,Ushiama,1/1/99
473593,Marla,Esteva,1/1/99
473599,Gennady,Rissanen,1/1/99
473605,Nectarios,Monarch,1/1/99
473619,Goo,Doering,1/1/99
473644,Ortrun,Makrucki,1/1/99
473645,Richard,Lichtner,1/1/99
473659,Eishiro,Antonisse,1/1/99
473669,Maya,Doering,1/1/99
473688,Valeri,Auyong,1/1/99
473690,Zhanqiu,Junot,1/1/99
473701,Richard,Angel,1/1/99
473715,Kwangho,Bultermann,1/1/99
473718,Noritoshi,Luff,1/1/99
473719,Bader,Mattern,1/1/99
473740,Yaghout,Gladwell,1/1/99
473741,Miomir,Chepyzhov,1/1/99
473757,Xuejia,Bamford,1/1/99
473776,Aemilian,Demir,1/1/99
473779,Qingxiang,Verspoor,1/1/99
473783,Steve,Marchegay,1/1/99
473800,Herb,Lakshmanan,1/1/99
473801,Rosine,Manderick,1/1/99
473804,Gopalakrishnan,Baba,1/1/99
473805,Shunichi,Hoogerwoord,1/1/99
473806,Suebskul,Janocha,1/1/99
473808,Mitsuyuki,Wissmann,1/1/99
473812,Khue,Levergood,1/1/99
473822,Gina,Chaudhury,1/1/99
473825,Renny,Luke,1/1/99
473834,Kish,Zobel,1/1/99
473845,Munehiko,Lung,1/1/99
473848,Magdalena,Butner,1/1/99
473857,Vesna,Tetzlaff,1/1/99
473897,Seongbae,Rattan,1/1/99
473899,Yucai,Badache,1/1/99
473903,Stella,Sichman,1/1/99
473911,Kwangyoen,Coorg,1/1/99
473913,Sanjay,Munro,1/1/99
473916,Leaf,Uludag,1/1/99
473919,Achilleas,Scallan,1/1/99
473921,Pragnesh,Kamber,1/1/99
473944,Kazuhiko,Rahier,1/1/99
473947,Van,Alencar,1/1/99
473953,Janche,Heystek,1/1/99
473954,Kristin,Bugrara,1/1/99
473964,Sanjeeva,Hempstead,1/1/99
473975,Nagui,Yoshizawa,1/1/99
474022,Hironoby,Llado,1/1/99
474063,Seongbin,Wilfing,1/1/99
474073,Nishit,Vigier,1/1/99
474076,Masoud,Pusterhofer,1/1/99
474086,Florian,Peroz,1/1/99
474124,Magy,Koblick,1/1/99
474131,Shridhar,Riexinger,1/1/99
474138,Yagil,Cairo,1/1/99
474154,Jackson,Taneja,1/1/99
474158,Jongsuk,Heijenga,1/1/99
474168,Ulises,Bala,1/1/99
474173,Xiahua,Slaats,1/1/99
474176,Shimshon,Azuma,1/1/99
474183,Padma,Garnick,1/1/99
474193,Phillip,Speckmann,1/1/99
474194,Ult,Iisaka,1/1/99
474200,Masako,Sabnani,1/1/99
474209,Charmane,Masand,1/1/99
474220,Vishwani,Munawer,1/1/99
474221,Bojan,Heuser,1/1/99
474232,Masamitsu,Jahnichen,1/1/99
474254,Rosine,Munck,1/1/99
474260,Willard,Pellegrinelli,1/1/99
474276,Kazunori,Randt,1/1/99
474290,Fei,Zhiwei,1/1/99
474303,Marco,Hockney,1/1/99
474324,Jackson,Ariola,1/1/99
474344,Feixiong,Imataki,1/1/99
474353,Kannan,Zizka,1/1/99
474370,Susanna,Chelton,1/1/99
474376,Jovan,Bage,1/1/99
474386,Collette,Ohori,1/1/99
474388,Shooichi,Bach,1/1/99
474400,Herb,Ushiama,1/1/99
474410,Souichi,Potthoff,1/1/99
474421,Lech,McAlpine,1/1/99
474439,Genta,Bauknecht,1/1/99
474447,Taizo,Fiutem,1/1/99
474453,Zhenbing,Poujol,1/1/99
474474,Kazuhira,Lammel,1/1/99
474480,Shuji,Bisiani,1/1/99
474490,Stafford,Koshiba,1/1/99
474505,Percy,Schaft,1/1/99
474519,Paloma,Kawashima,1/1/99
474527,Tsz,Delgrange,1/1/99
474528,Billie,Georg,1/1/99
474556,Duri,Hartvigsen,1/1/99
474569,Paraskevi,Nyanchama,1/1/99
474577,Manohar,Plump,1/1/99
474580,Elvia,Grabner,1/1/99
474586,Masamitsu,Wrigley,1/1/99
474619,Douadi,Lieberherr,1/1/99
474636,Cristinel,Farrel,1/1/99
474641,Xinan,Nastansky,1/1/99
474646,Nikolaos,Cannane,1/1/99
474654,Rayond,Schach,1/1/99
474657,Bodo,Rothe,1/1/99
474684,Chinhyun,Klyachko,1/1/99
474690,Tristan,Rosin,1/1/99
474697,Jenwei,Collette,1/1/99
474710,Hirochika,Roison,1/1/99
474725,Mayuko,Copas,1/1/99
474728,Kousuke,Fandrianto,1/1/99
474735,Kendra,Peir,1/1/99
474739,Vitali,Pargas,1/1/99
474755,Christ,Varker,1/1/99
474787,Jaideep,Molenaar,1/1/99
474797,Nitsan,Talmor,1/1/99
474798,Chiranjit,Gide,1/1/99
474801,Aleksandar,Slaats,1/1/99
474813,Gladys,Dusink,1/1/99
474818,Narain,Ghemri,1/1/99
474837,Chenyi,Schaaf,1/1/99
474851,Tomoyuki,Gerlach,1/1/99
474859,Sibyl,Matzen,1/1/99
474862,Youpyo,Chinin,1/1/99
474872,Elvis,Emden,1/1/99
474883,Kwangyoen,Stasinski,1/1/99
474895,Michaela,Hertweck,1/1/99
474898,Xiaoheng,Marletta,1/1/99
474912,Nirmal,Lemarechal,1/1/99
474913,Piyawadee,Oehlmann,1/1/99
474921,Aimee,Baak,1/1/99
474943,Kazuhiko,Pileggi,1/1/99
474948,Gil,Stentiford,1/1/99
474950,Lijia,Cannane,1/1/99
474980,Achilleas,Rindone,1/1/99
474981,Baoqiu,Danner,1/1/99
474990,Ewing,Fioravanti,1/1/99
474996,Saeed,Gelosh,1/1/99
475001,Heather,Chaudhuri,1/1/99
475003,Branimir,Miara,1/1/99
475009,Aral,Takkinen,1/1/99
475013,Zdislav,Marciano,1/1/99
475016,Takahira,Douceur,1/1/99
475037,Shaowei,Hasenauer,1/1/99
475039,Kotesh,Ertl,1/1/99
475051,Ulises,Vitiello,1/1/99
475054,Dipankar,Buescher,1/1/99
475071,Chinho,Assaf,1/1/99
475072,Aluzio,Benzaken,1/1/99
475077,Claude,Ouhyoung,1/1/99
475082,Elvia,Flexer,1/1/99
475089,Sasan,Haraldson,1/1/99
475093,Almudena,Streit,1/1/99
475097,Marek,Koblick,1/1/99
475125,Martial,Dredge,1/1/99
475140,Shigeu,Jayawardene,1/1/99
475148,Srinidhi,Pero,1/1/99
475167,Younwoo,Baja,1/1/99
475181,Ebbe,Terwilliger,1/1/99
475190,Yuqun,Figueira,1/1/99
475205,Maris,Rusterholz,1/1/99
475218,Basant,Muhling,1/1/99
475221,Yuqun,Rassart,1/1/99
475226,Yoshimitsu,Majewski,1/1/99
475229,Shim,Pero,1/1/99
475240,Yurij,Babu,1/1/99
475241,Mayuri,Garnick,1/1/99
475259,Zhensheng,Radivojevic,1/1/99
475265,Fan,Simkin,1/1/99
475266,Rance,Engelmann,1/1/99
475269,Rance,Cullers,1/1/99
475283,Sarita,Cherinka,1/1/99
475284,Dzung,Roohalamini,1/1/99
475299,Luigi,Cincotta,1/1/99
475300,Jongsuk,Schaar,1/1/99
475304,Shushma,Rajaraman,1/1/99
475327,Arve,Sommer,1/1/99
475334,Dietrich,Hiltgen,1/1/99
475338,Oscal,Desikan,1/1/99
475348,Kazunori,Merkl,1/1/99
475351,Barna,Garigliano,1/1/99
475358,Ramachenga,Ebeling,1/1/99
475367,Premal,Caine,1/1/99
475371,Gay,Cappello,1/1/99
475377,Xinyu,Dayana,1/1/99
475383,Visit,Isard,1/1/99
475384,Kiyokazu,Domenig,1/1/99
475385,Yunming,Anger,1/1/99
475389,Kazuhisa,Nations,1/1/99
475394,Gully,Ramaiah,1/1/99
475403,Freyja,Otillio,1/1/99
475426,Vidya,Eugenio,1/1/99
475436,Kirk,Cummings,1/1/99
475441,Bernardo,Lorcy,1/1/99
475448,Ingemar,Lorys,1/1/99
475462,Bikash,Marquardt,1/1/99
475463,Kendra,Kawashima,1/1/99
475468,Shigeu,Improta,1/1/99
475475,Baruch,Lichtner,1/1/99
475477,Guozhong,Dratva,1/1/99
475483,Moto,Baalen,1/1/99
475490,Piyush,Cyre,1/1/99
475493,George,Joslin,1/1/99
475506,Uwe,Kermarrec,1/1/99
475508,Heng,Miculan,1/1/99
475521,Magdalena,Hopewell,1/1/99
475523,Tomoyuki,Socorro,1/1/99
475525,Shaunak,Sullins,1/1/99
475564,Elgin,Gladwell,1/1/99
475573,Jackson,Luga,1/1/99
475576,Herb,Merey,1/1/99
475581,Perla,Veccia,1/1/99
475599,Mototsugu,Versino,1/1/99
475611,Sailaja,Bruckman,1/1/99
475613,Irene,Steinauer,1/1/99
475632,Mohamadou,Angiulli,1/1/99
475634,Alagu,Alameldin,1/1/99
475639,Maha,Ranka,1/1/99
475641,Girolamo,Azevdeo,1/1/99
475642,Danel,Zeilberger,1/1/99
475651,Poorav,Gubsky,1/1/99
475652,Clyde,Zuberek,1/1/99
475654,Fumiyo,Tibblin,1/1/99
475657,Shahid,Constantine,1/1/99
475663,Mamdouh,Borstler,1/1/99
475666,Kazuhiko,Veevers,1/1/99
475670,Hitomi,Billawala,1/1/99
475671,Sangeeta,Rosar,1/1/99
475676,Bowen,Vakili,1/1/99
475681,Dinkar,Kinley,1/1/99
475687,Aimee,Anandan,1/1/99
475692,Inderjeet,Crabtree,1/1/99
475706,Yannik,Marrakchi,1/1/99
475707,Randy,Kaltofen,1/1/99
475709,Godehard,Restivo,1/1/99
475719,Gererd,Kaiserswerth,1/1/99
475722,Greger,Boudaillier,1/1/99
475724,Susanta,Figueira,1/1/99
475725,Bokyung,Khalid,1/1/99
475746,Tze,Tsunoo,1/1/99
475756,Susumu,Ballarin,1/1/99
475760,Billur,Hockney,1/1/99
475767,Renee,Jansch,1/1/99
475769,Kazuhisa,Ritzmann,1/1/99
475774,Vincent,Coombs,1/1/99
475781,Chinhyun,Plump,1/1/99
475787,Zhiwei,Ramsak,1/1/99
475790,Honglan,Goldhammer,1/1/99
475809,Parke,Stifter,1/1/99
475810,Martial,Bellone,1/1/99
475814,Yannik,Rodier,1/1/99
475816,Tonny,Siksek,1/1/99
475817,Djelloul,Stassinopoulos,1/1/99
475820,Cedric,Erol,1/1/99
475847,Felicidad,Georgakopoulos,1/1/99
475856,Halsur,Champarnaud,1/1/99
475860,Brigham,Broomell,1/1/99
475862,Zengping,Falck,1/1/99
475867,Vincent,Conti,1/1/99
475868,Taiji,Molenkamp,1/1/99
475871,Ziya,Demke,1/1/99
475875,Debatosh,Huxford,1/1/99
475880,Szabolcs,Tetzlaff,1/1/99
475882,Duke,Marzano,1/1/99
475886,Adam,Vecchio,1/1/99
475890,Manibrata,Picht,1/1/99
475897,Manibrata,Iacovou,1/1/99
475917,Urs,Narahari,1/1/99
475920,Bogdan,Matzke,1/1/99
475924,Tran,Herath,1/1/99
475927,Geoff,Stassinopoulos,1/1/99
475933,Yechiam,Streng,1/1/99
475934,Arch,Munoz,1/1/99
475946,Ulf,Marsiglia,1/1/99
475947,Kwangjo,Chimia,1/1/99
475949,Stamatina,Kitsuregawa,1/1/99
475957,Yishay,Schapiro,1/1/99
475961,Udaiprakash,Gustavson,1/1/99
475962,Rasiah,Steenbeek,1/1/99
475967,Francesca,Merle,1/1/99
475972,Huican,Zambonelli,1/1/99
476008,Uriel,Puoti,1/1/99
476016,Jasminko,Minakawa,1/1/99
476036,Janalee,Murthy,1/1/99
476042,Constantijn,Uhrig,1/1/99
476057,Charlene,Perna,1/1/99
476082,Youngkon,Vesna,1/1/99
476083,Chiradeep,Garigliano,1/1/99
476084,Reinhard,Ranst,1/1/99
476086,Shaleah,Broder,1/1/99
476097,Arnould,Raoux,1/1/99
476100,Munir,Landherr,1/1/99
476105,Flemming,Stamatiou,1/1/99
476106,Guiseppe,Mitsuhashi,1/1/99
476132,Toney,Pardalos,1/1/99
476146,Masali,Legleitner,1/1/99
476158,Bodh,Serre,1/1/99
476165,Mads,Demke,1/1/99
476166,Subhada,Quittner,1/1/99
476167,Genta,Dulli,1/1/99
476178,Piyawadee,Chimia,1/1/99
476180,Basant,Lueh,1/1/99
476181,Younwoo,Zumaque,1/1/99
476184,Shahid,Hofman,1/1/99
476190,Nathan,Porenta,1/1/99
476203,Ohad,Mateescu,1/1/99
476222,Kristian,Mellouli,1/1/99
476224,Alejandra,dAstous,1/1/99
476239,Hein,McFarlin,1/1/99
476244,Shem,Krone,1/1/99
476282,Ohad,Mullainathan,1/1/99
476290,Roded,Junot,1/1/99
476309,Tsz,Vadhan,1/1/99
476311,Mihalis,McFarlan,1/1/99
476314,Jinxi,Gente,1/1/99
476315,Sushant,Angelopoulos,1/1/99
476319,Toshimi,Hiyoshi,1/1/99
476329,Oldrich,Vilarrasa,1/1/99
476345,Mang,Gubsky,1/1/99
476347,Bojan,Morrow,1/1/99
476353,Mads,Veeraraghavan,1/1/99
476354,Arto,Vidal,1/1/99
476364,Yongmao,Takanami,1/1/99
476367,Jiang,Desikan,1/1/99
476394,Susanne,Pillow,1/1/99
476396,Gaurav,Alameldin,1/1/99
476410,Akemi,Gunderson,1/1/99
476423,Kristof,Iisaka,1/1/99
476434,Rosita,Beutelspacher,1/1/99
476448,Lene,Wielonsky,1/1/99
476449,Tamiya,Tyugu,1/1/99
476454,Fatemeh,Baca,1/1/99
476456,Remko,Rodiger,1/1/99
476468,Sasan,Zlotek,1/1/99
476469,Mayumi,Lamma,1/1/99
476478,Rosli,Perez,1/1/99
476492,Gully,Dichev,1/1/99
476495,Lijia,Honiden,1/1/99
476509,Mizuhito,Kornyak,1/1/99
476510,Alagu,Gimarc,1/1/99
476533,Xumin,Penn,1/1/99
476542,Huei,Tempesti,1/1/99
476558,Christoper,Chelton,1/1/99
476564,Zhilian,Brookner,1/1/99
